Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age,Kilometers_Per_Year
3703,Maruti Wagon R VXI,Mumbai,2006,141537,1,0,2,18.9,998.0,67.1,5.0,1.05,17,8325.70588235294
3704,Hyundai Verna SX CRDi AT,Delhi,2013,51000,0,1,1,19.08,1582.0,126.32,5.0,5.64,10,5100.0
3705,Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,2019,29311,0,1,1,17.9,2143.0,88.8,5.0,50.97,4,7327.75
3706,BMW 3 Series Luxury Line,Mumbai,2016,31000,0,1,1,21.76,1995.0,88.8,5.0,29.95,7,4428.571428571428
3707,Honda Mobilio V Option i DTEC,Mumbai,2014,80000,0,0,2,24.2,1498.0,98.6,7.0,4.85,9,8888.888888888889
3708,Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,2016,33000,0,1,1,17.01,1582.0,126.2,5.0,14.5,7,4714.285714285715
3709,Honda City 1.5 S MT,Hyderabad,2011,71556,1,0,1,17.0,1497.0,88.8,5.0,5.5,12,5963.0
3710,Ford Fiesta 1.4 TDCi EXI,Bangalore,2011,85000,0,0,1,17.8,1399.0,88.8,5.0,3.2,12,7083.333333333333
3711,Maruti Swift Dzire LDI,Chennai,2016,91000,0,0,1,26.59,1248.0,88.8,5.0,4.5,7,13000.0
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,2015,73187,0,1,1,13.0,2143.0,88.8,5.0,30.72,8,9148.375
3713,Chevrolet Captiva LT,Jaipur,2009,232000,0,0,1,11.5,1991.0,147.9,7.0,3.5,14,16571.428571428572
3714,Toyota Innova 2.5 V Diesel 7-seater,Bangalore,2007,127079,0,0,1,12.8,2494.0,88.8,7.0,6.99,16,7942.4375
3715,Mahindra Quanto C8,Kochi,2014,58816,0,0,1,17.21,1493.0,88.8,7.0,3.45,9,6535.111111111111
3716,Honda City i VTEC V,Kochi,2015,63818,1,0,1,17.4,1497.0,117.3,5.0,6.57,8,7977.25
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,0,1,1,17.11,1968.0,174.33,5.0,17.5,9,4444.444444444444
3718,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2013,77445,0,0,1,22.07,1199.0,73.9,5.0,3.75,10,7744.5
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,1,1,1,14.8,1497.0,121.36,5.0,9.99,6,2333.3333333333335
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2012,85122,0,0,1,12.99,2494.0,88.8,7.0,8.2,11,7738.363636363636
3721,Honda City 1.5 EXI,Jaipur,2005,123000,1,0,3,13.0,1493.0,88.8,5.0,1.1,18,6833.333333333333
3723,Maruti Alto 800 2016-2019 LXI Optional,Chennai,2015,63714,1,0,1,24.7,796.0,47.3,5.0,2.45,8,7964.25
3724,Mercedes-Benz M-Class ML 320 CDI,Pune,2009,53000,0,1,1,8.7,2987.0,224.34,5.0,13.75,14,3785.714285714286
3725,Maruti Swift Dzire LDI,Kolkata,2017,60000,0,0,1,26.59,1248.0,88.8,5.0,3.0,6,10000.0
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,2017,33000,0,0,1,24.3,1248.0,88.5,5.0,9.25,6,5500.0
3727,Volvo S60 D5 Summum,Mumbai,2013,31000,0,1,1,13.2,2400.0,88.8,5.0,17.65,10,3100.0
3728,Toyota Fortuner 4x2 AT,Delhi,2014,79000,0,1,1,12.55,2982.0,168.5,7.0,18.25,9,8777.777777777777
3729,Hyundai i20 Sportz Option Diesel,Kochi,2013,67914,0,0,1,23.0,1396.0,88.8,5.0,3.45,10,6791.4
3730,Audi A4 35 TDI Premium,Bangalore,2015,58970,0,1,1,17.11,1968.0,174.33,5.0,23.75,8,7371.25
3731,Nissan Terrano XV D Pre,Mumbai,2013,60000,0,0,2,19.64,1461.0,108.5,5.0,5.45,10,6000.0
3732,Maruti Celerio ZXI AMT,Coimbatore,2017,35225,1,1,1,23.1,998.0,67.04,5.0,5.25,6,5870.833333333333
3734,Hyundai i10 Sportz AT,Delhi,2012,62282,1,1,1,16.95,1197.0,78.9,5.0,2.9,11,5662.0
3735,BMW 3 Series 320d,Hyderabad,2010,80000,0,1,1,22.69,1995.0,88.8,5.0,14.2,13,6153.846153846154
3736,Hyundai Grand i10 Sportz,Kochi,2018,43698,1,0,1,18.9,1197.0,88.8,5.0,5.8,5,8739.6
3737,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,28052,1,1,1,18.9,1197.0,88.8,5.0,7.22,6,4675.333333333333
3738,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,1,0,1,18.9,1197.0,81.86,5.0,4.87,7,4155.857142857143
3739,Volkswagen Polo 1.2 MPI Comfortline,Delhi,2013,63000,1,0,1,16.47,1198.0,88.8,5.0,3.3,10,6300.0
3740,Honda City ZX EXi,Hyderabad,2007,91000,1,0,2,17.7,1497.0,88.8,5.0,3.0,16,5687.5
3741,Mercedes-Benz GLA Class 200 CDI,Hyderabad,2014,30000,0,1,1,17.9,2143.0,88.8,5.0,26.0,9,3333.3333333333335
3742,Maruti Omni 8 Seater BSIV,Hyderabad,2017,24571,1,0,1,14.0,796.0,88.8,5.0,2.9,6,4095.1666666666665
3743,Hyundai Verna 1.6 SX VTVT AT,Bangalore,2014,45000,1,1,1,15.74,1591.0,121.3,5.0,7.5,9,5000.0
3744,Maruti Alto 800 LXI,Hyderabad,2015,24617,1,0,1,22.74,796.0,47.3,5.0,2.36,8,3077.125
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,26927,0,0,1,24.3,1248.0,88.5,5.0,11.39,6,4487.833333333333
3746,Mahindra XUV500 W8 2WD,Kochi,2013,87736,0,0,1,15.1,2179.0,88.8,7.0,7.02,10,8773.6
3747,Maruti Vitara Brezza ZDi,Delhi,2016,35299,0,0,1,24.3,1248.0,88.5,5.0,8.0,7,5042.714285714285
3748,Hyundai i20 1.2 Spotz,Kochi,2017,51612,1,0,1,18.6,1197.0,81.83,5.0,7.11,6,8602.0
3749,Mercedes-Benz E-Class 250 D W 210,Mumbai,1998,55300,0,1,1,10.0,1796.0,157.7,5.0,3.9,25,2212.0
3750,Maruti Alto LXi,Hyderabad,2009,65090,1,0,1,19.7,796.0,46.3,5.0,2.15,14,4649.285714285715
3751,Honda Amaze S i-Vtech,Kolkata,2013,40000,1,0,1,18.0,1198.0,86.7,5.0,3.25,10,4000.0
3752,Land Rover Range Rover Sport HSE,Kochi,2015,38467,0,1,1,12.65,2993.0,88.8,5.0,70.66,8,4808.375
3753,Hyundai Grand i10 CRDi Magna,Mumbai,2013,71904,0,0,1,24.0,1120.0,88.8,5.0,4.61,10,7190.4
3754,Honda Civic 2006-2010 1.8 S MT,Mumbai,2008,87000,1,0,1,13.5,1799.0,88.8,5.0,2.35,15,5800.0
3755,Hyundai Grand i10 CRDi Magna,Chennai,2014,33000,0,0,2,24.0,1120.0,88.8,5.0,4.05,9,3666.6666666666665
3756,Maruti 800 AC Uniq,Jaipur,2009,22100,1,0,2,16.1,796.0,88.8,4.0,0.8,14,1578.5714285714287
3757,Toyota Etios Liva Diesel,Hyderabad,2014,59589,0,0,1,23.59,1364.0,67.1,5.0,5.6,9,6621.0
3758,Hyundai i20 Magna 1.4 CRDi,Delhi,2015,44000,0,0,1,22.54,1396.0,88.73,5.0,5.35,8,5500.0
3759,Maruti Alto K10 VXI,Mumbai,2017,12000,1,0,1,24.07,998.0,67.1,5.0,3.25,6,2000.0
3760,BMW X1 sDrive20d,Pune,2012,66000,0,1,2,17.05,1995.0,88.8,5.0,11.5,11,6000.0
3761,Maruti Celerio VXI AT,Pune,2016,38009,1,1,1,23.1,998.0,67.04,5.0,4.25,7,5429.857142857143
3762,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,1,1,2,13.7,1798.0,157.75,5.0,4.45,14,2500.0
3763,Mahindra Xylo E4,Pune,2009,70000,0,0,1,14.0,2498.0,88.8,7.0,2.85,14,5000.0
3764,Mahindra XUV500 W8 2WD,Delhi,2014,86000,0,0,1,15.1,2179.0,88.8,7.0,7.85,9,9555.555555555555
3765,Maruti Swift Dzire VXI,Pune,2016,32000,1,0,1,19.1,1197.0,85.8,5.0,5.3,7,4571.428571428572
3766,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,1,0,1,18.88,999.0,123.24,5.0,8.0,6,2500.0
3767,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,0,0,1,21.43,1364.0,87.2,5.0,9.43,9,7768.666666666667
3768,Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,1,0,1,18.5,1197.0,88.8,5.0,2.75,11,3545.4545454545455
3769,Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,0,0,1,20.37,1461.0,108.45,5.0,13.5,5,202.2
3770,Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,0,1,1,11.0,2987.0,198.5,5.0,9.99,14,6071.428571428572
3771,Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,1,0,1,21.1,998.0,88.8,5.0,6.95,6,7777.166666666667
3772,Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,1,1,1,17.97,1498.0,99.6,5.0,6.75,8,3375.0
3773,Hyundai Grand i10 AT Asta,Chennai,2015,15000,1,1,1,18.9,1197.0,88.8,5.0,5.5,8,1875.0
3774,Maruti Ciaz Zeta,Kochi,2018,10575,1,0,1,21.56,1462.0,103.25,5.0,9.18,5,2115.0
3775,Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,1,0,1,19.1,1197.0,88.8,5.0,4.15,9,1388.888888888889
3776,Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,0,0,1,22.32,1582.0,126.32,5.0,6.5,11,4727.272727272727
3777,Maruti Wagon R VXI 1.2,Kochi,2015,49818,1,0,1,21.5,1197.0,81.8,5.0,4.11,8,6227.25
3778,Hyundai Verna CRDi,Hyderabad,2008,90000,0,0,2,16.8,1493.0,88.8,5.0,2.25,15,6000.0
3779,Toyota Etios Liva G,Kochi,2015,52207,1,0,1,17.71,1197.0,78.9,5.0,4.56,8,6525.875
3780,Mahindra Xylo E4 ABS BS III,Pune,2013,167362,0,0,1,11.68,2498.0,88.8,7.0,4.0,10,16736.2
3781,Toyota Etios Liva GD,Coimbatore,2015,49894,0,0,1,23.59,1364.0,67.06,5.0,5.27,8,6236.75
3782,Mahindra Thar DI 4X4,Kochi,2019,13024,0,0,1,18.06,2523.0,88.8,7.0,9.11,4,3256.0
3783,Nissan X-Trail SLX MT,Pune,2010,128000,0,0,2,14.42,1995.0,147.6,5.0,6.2,13,9846.153846153846
3784,Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,0,1,1,11.36,2755.0,171.5,7.0,19.97,6,4337.166666666667
3785,Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,0,0,1,21.38,1396.0,88.7,5.0,10.17,7,6112.0
3786,Maruti Swift VDI,Pune,2014,115000,0,0,1,28.4,1248.0,88.8,5.0,4.5,9,12777.777777777777
3787,Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,0,0,1,23.9,1582.0,126.2,5.0,14.28,4,7632.25
3788,Maruti Alto LXi BSIII,Kochi,2012,14814,1,0,2,19.7,796.0,46.3,5.0,2.47,11,1346.7272727272727
3789,Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,0,0,1,23.65,1248.0,88.5,5.0,7.9,7,8285.714285714286
3790,Hyundai EON Era,Hyderabad,2011,68128,1,0,1,21.1,814.0,55.2,5.0,2.3,12,5677.333333333333
3791,Nissan Terrano XL,Hyderabad,2013,63220,1,0,1,13.24,1598.0,102.5,5.0,6.5,10,6322.0
3792,Hyundai EON Era,Hyderabad,2016,30000,1,0,1,21.1,814.0,55.2,5.0,3.25,7,4285.714285714285
3793,Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,0,0,1,20.65,1248.0,88.7,5.0,5.85,6,4628.0
3794,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,0,1,2,14.21,2143.0,88.8,5.0,29.0,9,5888.888888888889
3795,Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,0,1,2,14.16,1968.0,174.3,5.0,25.71,9,9739.111111111111
3796,Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,1,0,2,15.3,1596.0,88.8,5.0,1.85,15,6324.866666666667
3797,BMW 3 Series 320d Prestige,Mumbai,2015,56000,0,1,1,18.88,1995.0,88.8,5.0,22.75,8,7000.0
3798,Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,1,0,1,21.1,998.0,88.8,5.0,8.32,5,3735.6
3799,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,0,1,1,14.21,2143.0,88.8,5.0,26.0,9,3333.3333333333335
3801,Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,1,0,1,20.36,1197.0,78.9,5.0,3.45,10,5900.0
3802,Hyundai Grand i10 Asta Option,Mumbai,2017,13000,1,0,1,18.9,1197.0,88.8,5.0,5.15,6,2166.6666666666665
3803,Honda Brio S MT,Kochi,2014,74325,1,0,1,19.4,1198.0,86.8,5.0,3.51,9,8258.333333333334
3804,Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,0,0,1,21.9,1396.0,88.76,5.0,3.45,8,5625.0
3805,Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,1,0,1,16.47,1198.0,73.9,5.0,3.75,10,5700.0
3806,Honda City 1.5 EXI,Pune,2001,125943,1,0,2,13.0,1493.0,88.8,5.0,1.45,22,5724.681818181818
3807,Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,0,0,1,18.7,1896.0,88.8,5.0,2.2,15,5333.333333333333
3808,Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,0,0,1,13.1,2499.0,88.8,7.0,7.99,13,11846.153846153846
3809,Chevrolet Cruze LTZ,Bangalore,2013,62000,0,0,2,18.3,1991.0,147.9,5.0,6.75,10,6200.0
3810,Honda CR-V AT With Sun Roof,Kolkata,2013,27000,1,1,1,14.0,1497.0,88.8,5.0,11.99,10,2700.0
3811,Honda Mobilio V i DTEC,Kolkata,2014,45000,0,0,1,24.2,1498.0,98.6,7.0,5.0,9,5000.0
3812,Maruti Ertiga VDI,Pune,2012,105000,0,0,2,20.77,1248.0,88.76,7.0,5.9,11,9545.454545454546
3813,Hyundai Grand i10 Sportz,Mumbai,2013,26000,1,0,1,18.9,1197.0,88.8,5.0,3.75,10,2600.0
3814,Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,0,1,1,14.74,2993.0,270.9,5.0,29.5,9,3433.3333333333335
3815,Honda Amaze VX i-Vtech,Chennai,2014,48000,1,0,1,18.0,1198.0,86.7,5.0,4.75,9,5333.333333333333
3816,Audi A6 2.7 TDI,Pune,2011,112719,0,1,1,12.4,2698.0,179.5,5.0,11.5,12,9393.25
3817,Hyundai i20 1.2 Spotz,Chennai,2017,5000,1,0,1,18.6,1197.0,81.83,5.0,6.95,6,833.3333333333334
3818,Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,1,0,1,17.0,1198.0,73.75,5.0,5.4,7,2285.714285714286
3819,Renault Fluence 2.0,Jaipur,2011,63000,1,1,1,13.4,1997.0,135.1,5.0,4.75,12,5250.0
3820,Maruti Alto K10 VXI,Chennai,2011,28300,1,0,1,24.07,998.0,67.1,5.0,2.15,12,2358.3333333333335
3821,Maruti Alto Std,Jaipur,2005,49000,1,0,1,19.7,796.0,46.3,5.0,0.9,18,2722.222222222222
3822,Maruti Wagon R VXI BS IV,Kolkata,2016,12501,1,0,1,20.51,998.0,67.04,5.0,3.5,7,1785.857142857143
3823,Fiat Linea 1.3 Emotion,Kochi,2016,56628,0,0,1,20.4,1248.0,88.8,5.0,5.85,7,8089.714285714285
3824,Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,0,0,1,19.3,1248.0,73.9,5.0,3.15,13,8076.923076923077
3825,Renault Scala Diesel RxL,Pune,2016,52126,0,0,1,21.64,1461.0,84.8,5.0,6.0,7,7446.571428571428
3826,Hyundai i20 Magna,Kolkata,2010,38000,1,0,1,18.5,1197.0,88.8,5.0,2.23,13,2923.076923076923
3827,Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,1,0,1,19.1,1197.0,88.8,5.0,2.5,7,7142.857142857143
3828,Maruti Wagon R LXI,Kochi,2015,50230,1,0,1,18.9,998.0,67.1,5.0,3.87,8,6278.75
3829,Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,0,0,1,15.1,2179.0,88.8,7.0,9.5,9,3444.4444444444443
3830,Toyota Fortuner 4x2 AT,Delhi,2014,79000,0,1,1,12.55,2982.0,168.5,7.0,17.75,9,8777.777777777777
3831,Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,0,0,1,19.64,1461.0,108.45,5.0,3.75,11,11818.181818181818
3832,Hyundai Santro Xing GLS,Chennai,2010,115000,1,0,2,17.92,1086.0,62.1,5.0,1.5,13,8846.153846153846
3833,Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,1,0,2,17.01,1591.0,121.3,5.0,5.0,10,4150.0
3834,BMW X1 sDrive 20d Exclusive,Pune,2014,54385,0,1,2,15.06,1995.0,88.8,5.0,17.0,9,6042.777777777777
3835,Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,1,1,1,12.9,1799.0,88.8,5.0,4.38,12,4696.75
3836,Audi A6 35 TFSI Matrix,Delhi,2018,22000,1,1,1,15.26,1798.0,187.74,5.0,41.5,5,4400.0
3837,Maruti Wagon R LXI BS IV,Kolkata,2017,8000,1,0,1,20.51,998.0,67.04,5.0,3.0,6,1333.3333333333333
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,0,0,1,24.3,1248.0,88.5,5.0,11.0,5,5748.2
3839,Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,0,1,2,11.8,2720.0,88.8,7.0,14.0,11,10657.818181818182
3840,Maruti Dzire New,Pune,2016,30500,0,1,1,26.59,1248.0,88.8,5.0,7.65,7,4357.142857142857
3841,Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,1,0,1,17.0,1591.0,121.3,5.0,8.7,5,1000.0
3842,Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,0,0,1,25.47,1248.0,88.5,7.0,9.9,7,6000.0
3843,Hyundai Accent GLE,Mumbai,2010,32773,1,0,1,13.2,1495.0,88.8,5.0,2.05,13,2521.0
3844,Hyundai i20 1.2 Sportz,Kolkata,2016,19008,1,0,1,17.0,1197.0,88.8,5.0,5.25,7,2715.4285714285716
3845,Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,1,0,1,17.0,1591.0,121.3,5.0,5.77,11,2958.3636363636365
3846,Maruti Alto LX,Hyderabad,2010,94753,1,0,1,19.7,796.0,46.3,5.0,1.95,13,7288.692307692308
3847,Mahindra Scorpio VLX,Ahmedabad,2011,70000,0,0,2,12.05,2179.0,88.8,8.0,7.45,12,5833.333333333333
3848,Maruti Wagon R LXI,Delhi,2012,68347,1,0,1,18.9,998.0,67.1,5.0,2.6,11,6213.363636363636
3849,Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,1,0,2,17.0,1197.0,88.8,5.0,3.25,12,6000.0
3850,Maruti Ritz VDi,Hyderabad,2010,75014,0,0,1,21.1,1248.0,73.9,5.0,3.85,13,5770.307692307692
3851,Renault Koleos 2.0 Diesel,Delhi,2013,65000,0,1,2,13.73,1995.0,88.8,5.0,7.5,10,6500.0
3852,BMW 3 Series 320d,Kochi,2012,55598,0,1,1,22.69,1995.0,88.8,5.0,11.5,11,5054.363636363636
3853,Honda Brio V MT,Pune,2013,50000,1,0,1,19.4,1198.0,86.8,5.0,3.25,10,5000.0
3854,Hyundai Sonata GOLD,Chennai,2003,44200,1,0,2,11.7,1997.0,88.8,5.0,1.5,20,2210.0
3855,Maruti Swift Dzire VDi,Jaipur,2014,65000,0,0,1,19.3,1248.0,73.9,5.0,5.31,9,7222.222222222223
3856,Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,0,0,1,16.0,2179.0,88.8,7.0,9.0,10,4900.0
3857,Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,1,0,1,19.81,1086.0,68.05,5.0,3.59,7,1028.5714285714287
3858,Maruti Ciaz ZXi Plus,Kochi,2016,43152,1,0,1,20.73,1373.0,91.1,5.0,7.35,7,6164.571428571428
3859,Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,0,0,1,12.8,2494.0,88.8,8.0,12.0,10,11200.0
3860,Hyundai Grand i10 Sportz,Coimbatore,2017,23540,1,0,1,18.9,1197.0,88.8,5.0,6.02,6,3923.3333333333335
3861,Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,0,0,1,16.52,1991.0,123.7,5.0,2.57,15,5477.333333333333
3862,Mahindra Ssangyong Rexton RX5,Pune,2013,57000,0,0,1,12.83,2696.0,88.8,7.0,12.45,10,5700.0
3863,Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,0,0,1,15.1,2179.0,88.8,7.0,12.63,8,4916.875
3864,Honda City i VTEC SV,Bangalore,2014,62000,1,0,2,17.4,1497.0,117.3,5.0,7.75,9,6888.888888888889
3865,Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,0,0,1,22.7,1498.0,89.84,5.0,5.5,9,6666.666666666667
3866,Hyundai i20 Sportz 1.2,Kolkata,2015,35000,1,0,1,18.6,1197.0,81.83,5.0,4.43,8,4375.0
3867,Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,0,1,1,17.9,2143.0,88.8,5.0,24.51,7,4620.714285714285
3868,Hyundai EON Magna,Ahmedabad,2014,47000,1,0,1,22.0,814.0,88.8,5.0,2.65,9,5222.222222222223
3870,Toyota Etios G Safety,Delhi,2011,36000,1,0,1,17.6,1496.0,88.7,5.0,3.2,12,3000.0
3871,Maruti Swift Dzire Tour LDI,Chennai,2016,75000,0,0,1,23.4,1248.0,88.8,5.0,4.25,7,10714.285714285714
3872,Maruti Alto LXi,Kolkata,2008,38000,1,0,1,19.7,796.0,46.3,5.0,1.1,15,2533.3333333333335
3873,Maruti Celerio ZXI,Chennai,2015,57818,1,0,1,23.1,998.0,67.04,5.0,4.3,8,7227.25
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,0,0,1,22.7,1498.0,89.84,5.0,8.9,8,5625.0
3875,Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,0,0,1,19.01,1461.0,108.5,5.0,6.5,8,9381.875
3876,Honda Accord VTi-L AT,Delhi,2009,65462,1,1,3,11.1,2354.0,88.8,5.0,3.5,14,4675.857142857143
3877,Maruti Swift Ldi BSIII,Hyderabad,2008,76206,0,0,1,17.8,1248.0,88.8,5.0,4.25,15,5080.4
3878,Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,0,1,1,16.0,2179.0,88.8,7.0,16.46,5,5189.6
3879,Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,1,0,1,18.7,1199.0,88.7,5.0,5.95,7,4071.4285714285716
3880,Honda City i VTEC V,Mumbai,2015,28004,1,0,1,17.8,1497.0,117.3,5.0,7.1,8,3500.5
3881,Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,1,0,2,15.7,1172.0,88.8,5.0,1.25,12,2083.3333333333335
3883,Maruti Ertiga ZXI,Pune,2013,82543,1,0,1,16.02,1373.0,93.7,7.0,5.5,10,8254.3
3884,Nissan Micra XL,Chennai,2013,30000,1,0,1,18.44,1198.0,88.8,5.0,3.25,10,3000.0
3885,Honda City 1.5 V MT,Hyderabad,2010,27800,1,0,1,17.0,1497.0,88.8,5.0,5.0,13,2138.4615384615386
3886,Toyota Etios VX,Coimbatore,2016,33415,1,0,1,16.78,1496.0,88.73,5.0,6.58,7,4773.571428571428
3887,BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,0,1,1,18.88,1995.0,88.8,5.0,19.5,10,3800.0
3888,Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,1,0,1,18.7,1199.0,88.7,5.0,6.14,6,6996.833333333333
3889,Maruti Dzire VDI,Jaipur,2013,77084,0,0,1,28.4,1248.0,73.75,5.0,4.95,10,7708.4
3890,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,0,0,1,20.5,1598.0,103.5,5.0,5.75,10,7180.3
3891,Mahindra XUV500 W6 2WD,Kolkata,2013,73314,0,0,1,15.1,2179.0,88.8,7.0,6.6,10,7331.4
3892,Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,1,1,1,18.9,1197.0,88.8,5.0,5.72,8,8631.625
3893,Honda City 1.5 V MT,Delhi,2009,79782,1,0,2,17.0,1497.0,88.8,5.0,2.6,14,5698.714285714285
3894,Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,0,0,2,12.8,2494.0,88.8,7.0,6.5,13,19230.76923076923
3895,Mahindra XUV500 W8 2WD,Pune,2011,90000,0,0,2,15.1,2179.0,88.8,7.0,6.1,12,7500.0
3896,Maruti Swift Dzire VDi,Hyderabad,2010,130000,0,0,1,19.3,1248.0,73.9,5.0,3.85,13,10000.0
3897,Volkswagen Vento Petrol Highline,Pune,2013,65000,1,0,2,15.04,1598.0,103.6,5.0,4.5,10,6500.0
3899,Audi A4 2.0 TDI,Bangalore,2013,76000,0,1,2,16.55,1968.0,147.51,5.0,18.25,10,7600.0
3900,Maruti Ertiga LXI,Ahmedabad,2012,28002,1,0,1,16.02,1373.0,93.7,7.0,5.75,11,2545.6363636363635
3902,Maruti 800 AC,Jaipur,2010,70000,1,0,2,16.1,796.0,88.8,4.0,0.9,13,5384.615384615385
3903,Honda City 1.5 V MT,Hyderabad,2011,66276,1,0,1,17.0,1497.0,88.8,5.0,5.5,12,5523.0
3904,Maruti Swift Dzire VXI,Kolkata,2014,45000,1,0,1,19.1,1197.0,85.8,5.0,3.99,9,5000.0
3905,Toyota Camry Hybrid,Delhi,2014,67000,1,1,1,19.16,2494.0,158.2,5.0,18.75,9,7444.444444444444
3906,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,0,0,1,24.0,1120.0,88.8,5.0,3.5,9,4785.333333333333
3907,Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,0,1,1,11.36,2755.0,171.5,8.0,16.45,7,5714.285714285715
3908,Hyundai i10 Magna,Coimbatore,2011,50436,1,0,1,20.36,1197.0,78.9,5.0,3.65,12,4203.0
3909,Hyundai Grand i10 AT Asta,Bangalore,2014,21000,1,1,1,18.9,1197.0,88.8,5.0,5.4,9,2333.3333333333335
3910,Maruti Baleno Alpha Diesel,Mumbai,2018,2000,0,0,1,27.39,1248.0,88.8,5.0,8.7,5,400.0
3911,Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,1,1,1,14.67,1798.0,177.46,5.0,20.75,7,2071.4285714285716
3912,Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,0,1,1,14.84,2143.0,88.8,5.0,12.5,13,5290.923076923077
3913,Maruti Ritz VDi,Kolkata,2011,35888,0,0,1,21.1,1248.0,73.9,5.0,1.89,12,2990.6666666666665
3914,Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,0,0,1,23.4,1248.0,88.8,5.0,4.0,8,21025.625
